Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2011,4929,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794      ,,Y
2012,4813,Sidley Austin,One South Dearborn,,Chicago,IL,60603,United States,312-853-7000, 312-853-703     ,,Y
2011,4813,Sidley Austin,One South Dearborn,,Chicago,IL,60603,United States,312-853-7000, 312-853-703     ,,Y
2015,12099,Sidley Austin LLP,One South Dearborn,,Chicago,IL,60603,United States,3128534091,3128537036,01/20/2015,Y
,12098,Sidley Austin LLP,One South Dearborn,,Chicago,IL,60603,United States,3128534091,,01/20/2015,Y
2014,4360,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036       ,,Y
2013,4360,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036       ,,Y
2012,4163,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036     ,,Y
2012,4360,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036       ,,Y
2012,4419,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036   ,,Y
2012,4437,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036       ,,Y
2011,4163,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036     ,,Y
2011,4360,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036       ,,Y
2011,4437,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036       ,,Y
2011,4814,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036    ,,Y
2013,7565,Siebert Brandford Shank,"222 West Adams, Suite 520",,Chicago,IL,60606,United States,(312) 759-1033,,01/22/2013,Y
2013,4914,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2012,4265,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2012,4370,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-1044,312-759-0109      ,,Y
2012,4539,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2011,4265,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2011,4370,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-1044,312-759-0109      ,,Y
2011,4539,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2011,4845,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2011,4914,"Siebert Brandford Shank & Co, LLC","222 W. Adams, Ste. 520",,Chicago,IL,60606,United States,312-759-0400,312-759-0109      ,,Y
2015,12082,"Siebert Brandford Shank & Co., L.L.C.","111 East Wacker Drive, Suite 2605 ",,Chicago,IL,60601,United States,312-759-0400,,01/15/2015,Y
2014,7564,"Siebert Brandford Shank & Co., L.L.C.","222 West Adams, Suite 520",,Chicago,IL,60606,United States,(312) 759-1044,,01/22/2013,Y
2013,7564,"Siebert Brandford Shank & Co., L.L.C.","222 West Adams, Suite 520",,Chicago,IL,60606,United States,(312) 759-1044,,01/22/2013,Y
2013,7567,"Siebert Brandford Shank & Co., L.L.C.","222 West Adams, Suite 520",,Chicago,IL,60606,United States,(312) 759-1044,,01/22/2013,Y
,12081,Siebert Brandford Shank & L.L.C.,"111 East Wacker Drive, Suite 2605 ",,Chicago,IL,60601,United States,312-759-0400,,01/15/2015,Y
2012,6462,Siemens Corporation,"300 New Jersey Ave., NW",Ste. 1000,Washington,DC,20001,United States,202-434-4805,,10/22/2012,Y
2015,7381,Siemens Industry Inc.,585 Slawin Court,,Mount Prospect,IL,60056,United States,312-520-0010,,01/16/2013,Y
2014,7381,Siemens Industry Inc.,585 Slawin Court,,Mount Prospect,IL,60056,United States,312-520-0010,,01/16/2013,Y
2013,7381,Siemens Industry Inc.,585 Slawin Court,,Mount Prospect,IL,60056,United States,312-520-0010,,01/16/2013,Y
2013,4918,Silliman Group LLC,32 N. Dean St.,,Englewood,NJ,07631,United States,201-541-8003,201-541-7006     ,,Y
2012,4538,Silliman Group LLC,32 N. Dean St.,,Englewood,NJ,07631,United States,201-541-8003,201-541-7006     ,,Y
2012,4658,Silliman Group LLC,32 N. Dean St.,,Englewood,NJ,07631,United States,201-541-8003,201-541-7006     ,,Y
2011,4538,Silliman Group LLC,32 N. Dean St.,,Englewood,NJ,07631,United States,201-541-8003,201-541-7006     ,,Y
2011,4918,Silliman Group LLC,32 N. Dean St.,,Englewood,NJ,07631,United States,201-541-8003,201-541-7006     ,,Y
2015,7550,"Silliman Group, LLC",32 N Dean Street,,Englewood,NJ,07631,United States,201-541-8003,,01/21/2013,Y
2014,7550,"Silliman Group, LLC",32 N Dean Street,,Englewood,NJ,07631,United States,201-541-8003,,01/21/2013,Y
2013,7550,"Silliman Group, LLC",32 N Dean Street,,Englewood,NJ,07631,United States,201-541-8003,,01/21/2013,Y
2014,6608,Silver Law Office,1700 W. Irving Park Rd.,Ste. 102,Chicago,IL,60613,United States,773-832-9550,773-832-9552,11/06/2012,Y
2013,6608,Silver Law Office,1700 W. Irving Park Rd.,Ste. 102,Chicago,IL,60613,United States,773-832-9550,773-832-9552,11/06/2012,Y
2012,6608,Silver Law Office,1700 W. Irving Park Rd.,Ste. 102,Chicago,IL,60613,United States,773-832-9550,773-832-9552,11/06/2012,Y
2011,4791,Silver Law Office,1700 W. Irving Park Suite 102,,Chicago,IL,60613,United States,773-832-9550,773-832-9552       ,,Y
2015,12107,Silver Law Office PC,1700 W Irving Park Road,Suite 102,Chicago,IL,60613,United States,7738329550,773-832-9552,01/22/2015,Y
,7882,Single room housing assistance,501 North Central,,Chicago,IL,6064,United States,13122121212,,02/14/2013,Y
2011,4924,"Single Source Sales, Inc (dba Chicago Lighting)",517 W. Golf Rd.,,Arlington Heights,IL,60005,United States,847-439-5030, 847-671-949      ,,Y
2013,5002,"Skadden, Arps, Slate, Meagher & Flom LLP",155 N Wacker Dr,,Chicago,IL,60606,United States,312-407-0700,312-407-0411,05/03/2012,Y
2012,5002,"Skadden, Arps, Slate, Meagher & Flom LLP",155 N Wacker Dr,,Chicago,IL,60606,United States,312-407-0700,312-407-0411,05/03/2012,Y
2015,4229,Skyway Concession Company LLC,205 N. Michigan Ave. # 2510,,Chicago,IL,60601,United States,312-552-7100,312-552-7130     ,,Y
2015,7022,Skyway Concession Company LLC,205 N. Michigan Avenue,Suite 2510,Chicago,IL,60601,United States,312-552-7100,,01/08/2013,Y
2014,7022,Skyway Concession Company LLC,205 N. Michigan Avenue,Suite 2510,Chicago,IL,60601,United States,312-552-7100,,01/08/2013,Y
2013,7022,Skyway Concession Company LLC,205 N. Michigan Avenue,Suite 2510,Chicago,IL,60601,United States,312-552-7100,,01/08/2013,Y
2012,4125,Skyway Concession Company LLC,233 N Michigan Avenue,,Chicago,IL,60601,United States,312-552-7100,312-552-7130      ,,Y
2012,4229,Skyway Concession Company LLC,205 N. Michigan Ave. # 2510,,Chicago,IL,60601,United States,312-552-7100,312-552-7130     ,,Y
2011,4125,Skyway Concession Company LLC,233 N Michigan Avenue,,Chicago,IL,60601,United States,312-552-7100,312-552-7130      ,,Y
2011,4229,Skyway Concession Company LLC,205 N. Michigan Ave. # 2510,,Chicago,IL,60601,United States,312-552-7100,312-552-7130     ,,Y
2014,9801,Smeal Fire Apparatus Co.,610 West 4th Street,P.O. Box 8,Snyder,NE,68664,United States,4025682224,4025682346,12/20/2013,Y
2011,4897,SNC Lavalin Inc,"1075 W. Georgia  18th Flr  Vancouver, BC  Canada V6E 3C9",,Vancouver,BC,11111,United States,604-605-4932,   ,,Y
,9582,SNI Solutions,205 N Stewart St,,Geneseo,IL,61254,United States,888-840-5564,309-944-4620,11/05/2013,Y
2013,4668,SNR Denton US LLP,"233 S, Wacker Dr. Ste. 7800",,Chicago,IL,60606,United States,312-876-8000,312-876-7934     ,,Y
2012,4668,SNR Denton US LLP,"233 S, Wacker Dr. Ste. 7800",,Chicago,IL,60606,United States,312-876-8000,312-876-7934     ,,Y
2011,4668,SNR Denton US LLP,"233 S, Wacker Dr. Ste. 7800",,Chicago,IL,60606,United States,312-876-8000,312-876-7934     ,,Y
2015,12119,"Sonoma Technology, Inc.",1455 N. McDowell Blvd. Ste. D,,Petaluma,CA,94954,United States,707-665-9900,,01/27/2015,Y
2015,12116,"SPO Strategic Consulting, LLC",230 W. Monroe,Suite 2221,Chicago,IL,60606,United States,202-465-6686,,01/27/2015,Y
2011,4829,SRC Aviation Inc,P.O.Box 370022,,Denver,CO,80237,United States,303-358-2308,    ,,Y
2011,4830,"SRC Aviation, LLC",P.O.Box 370022,,Denver,CO,80237,United States,303-358-2308,303-694-6912  ,,Y
2013,7925,Stephen Patterson,2 North LaSalle St,Ste. 1250,Chicago,IL,60602,United States,312-618-8664,,02/27/2013,Y
2012,4323,Steven Cowell,P.O.Box 370022,,Denver,CO,80237,United States,303-358-2308,303-694-6912   ,,Y
2015,10043,"Steve's Equipment Service, Inc.",1400 Powis Rd.,,West Chicago,IL,60185,United States,630-231-4840,630-231-4945,01/08/2014,Y
2014,10043,"Steve's Equipment Service, Inc.",1400 Powis Rd.,,West Chicago,IL,60185,United States,630-231-4840,630-231-4945,01/08/2014,Y
2013,4718,"Steve's Equipment Service, Inc (S.E.S., Inc)",1400 Powis Rd,,West Chicago,IL,60185,United States,630-231-4840,630-231-4945      ,,Y
2012,4718,"Steve's Equipment Service, Inc (S.E.S., Inc)",1400 Powis Rd,,West Chicago,IL,60185,United States,630-231-4840,630-231-4945      ,,Y
2011,4718,"Steve's Equipment Service, Inc (S.E.S., Inc)",1400 Powis Rd,,West Chicago,IL,60185,United States,630-231-4840,630-231-4945      ,,Y
2014,7682,"Stradley, Ronon, Stevens & Young LLP",2600 One Commerce Square,,Philadelphia,PA,19103,United States,215-564-8000,215-564-8120,01/28/2013,Y
2013,7682,"Stradley, Ronon, Stevens & Young LLP",2600 One Commerce Square,,Philadelphia,PA,19103,United States,215-564-8000,215-564-8120,01/28/2013,Y
2015,12501,"Strategic Government Solutions, Inc.",950 Hawthorne Lane,,Northbrook,IL,60062,United States,312-498-6060,,05/08/2015,Y
2014,8761,"Strategic Government Solutions, Inc.",2341 Catherine St.,,Northbrook,IL,60062,United States,312-498-6060,,07/09/2013,Y
2013,8761,"Strategic Government Solutions, Inc.",2341 Catherine St.,,Northbrook,IL,60062,United States,312-498-6060,,07/09/2013,Y
2014,10521,Sugar Felsenthal Grais & Hammer LLP,30 N LaSalle St.,Ste. 3000,Chicago,IL,60602,United States,312-704-9400,312-372-7951,02/04/2014,Y
2013,4587,"Sugar, Felsenthal, Grais & Hammer LLP","30 N. LaSalle, Ste. 3000",,Chicago,IL,60602,United States,312-704-9400,     ,,Y
2012,4587,"Sugar, Felsenthal, Grais & Hammer LLP","30 N. LaSalle, Ste. 3000",,Chicago,IL,60602,United States,312-704-9400,     ,,Y
2012,4575,Sumitomo Corp. of America,"6133 North River Road, Ste. 700",,Rosemont,IL,60018,United States,847-384-5255, 847-384-056        ,,Y
2012,4725,Sumitomo Corp. of America,"6133 North River Road, Ste. 700",,Rosemont,IL,60018,United States,847-384-5255, 847-384-056     ,,Y
2011,4575,Sumitomo Corp. of America,"6133 North River Road, Ste. 700",,Rosemont,IL,60018,United States,847-384-5255, 847-384-056        ,,Y
2011,4725,Sumitomo Corp. of America,"6133 North River Road, Ste. 700",,Rosemont,IL,60018,United States,847-384-5255, 847-384-056     ,,Y
2013,4704,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2013,7742,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Park., Ste. 200",,Boise,ID,83706,United States,630-948-6895,630-948-6959,01/29/2013,Y
2012,4142,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2012,4213,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2012,4464,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2012,4475,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2012,4640,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2012,4704,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2011,4142,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2011,4213,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2011,4464,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2011,4475,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2011,4640,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2011,4704,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425, 630-948-666        ,,Y
2013,7501,Susan Sikes,"3400 W. 111th St., PMB 440",,Chicago,IL,60655,United States,773-233-7911,,01/17/2013,Y
2012,4677,Susan Sikes,"3400 W. 111th St., PMB 440",,Chicago,IL,60655,United States,773-233-7911,            ,,Y
2011,4677,Susan Sikes,"3400 W. 111th St., PMB 440",,Chicago,IL,60655,United States,773-233-7911,            ,,Y
,9441,Sydell Freeland Chicago LLC,"30 West 26th Street, 12th Floor",,New York,NY,10010,United States,646-307-9606,,09/30/2013,Y
2013,4372,"Synchronus - Solutions, Inc","211 W. Wacker Dr., Ste 300",,Chicago,IL,60606,United States,312-252-3700,312-201-5226      ,,Y
2012,4372,"Synchronus - Solutions, Inc","211 W. Wacker Dr., Ste 300",,Chicago,IL,60606,United States,312-252-3700,312-201-5226      ,,Y
2011,4372,"Synchronus - Solutions, Inc","211 W. Wacker Dr., Ste 300",,Chicago,IL,60606,United States,312-252-3700,312-201-5226      ,,Y
2014,11341,"Syntech Systems, Inc.",100 Four Points Way,,Tallahassee,FL,32305,United States,800-888-9136,850-877-9327,07/03/2014,Y
2015,10183,Taft Stettinius & Hollister LLP,111 E. Wacker Drive,Suite 2800,Chicago,IL,60601,United States,(312) 527-4000,(312) 527-4011,01/14/2014,Y
2014,10183,Taft Stettinius & Hollister LLP,111 E. Wacker Drive,Suite 2800,Chicago,IL,60601,United States,(312) 527-4000,(312) 527-4011,01/14/2014,Y
2014,4279,Talan & Ktsanes,"223 W. Jackson Blvd., Ste. 512",,Chicago,IL,60606,United States,312-629-7550,312-629-3603    ,,Y
2012,4279,Talan & Ktsanes,"223 W. Jackson Blvd., Ste. 512",,Chicago,IL,60606,United States,312-629-7550,312-629-3603    ,,Y
2011,4279,Talan & Ktsanes,"223 W. Jackson Blvd., Ste. 512",,Chicago,IL,60606,United States,312-629-7550,312-629-3603    ,,Y
2015,7461,TALAN&KTSANES,223 W JACKSON #512,,CHICAGO,IL,60606,United States,3126297558,3126293603,01/17/2013,Y
2013,7461,TALAN&KTSANES,223 W JACKSON #512,,CHICAGO,IL,60606,United States,3126297558,3126293603,01/17/2013,Y
2013,4467,Target Corp.,"1000 Nicollet Mall, TPN-12K",,Minneapolis,MN,55403,United States,612-761-1535, 612-761-372        ,,Y
2013,9001,Target Corp.,1000 Nicollet Mall,,Minneapolis,MN,55403,United States,612-761-4011,612-761-4268,07/23/2013,Y
2012,4158,Target Corp.,"1000 Nicollet Mall, TPN-12K",,Minneapolis,MN,55403,United States,612-761-1535, 612-761-372       ,,Y
2012,4467,Target Corp.,"1000 Nicollet Mall, TPN-12K",,Minneapolis,MN,55403,United States,612-761-1535, 612-761-372        ,,Y
2012,5102,Target Corp.,1000 Nicollet Mall,,Minneapolis,MN,55403,United States,612-761-5384,612-761-3727,06/06/2012,Y
2012,7161,Target Corp.,"1000 Nicollet Mall, TPN-12K",,Minneapolis,MN,55403,United States,612-761-1535, 612-761-3727        ,01/10/2013,Y
2011,4158,Target Corp.,"1000 Nicollet Mall, TPN-12K",,Minneapolis,MN,55403,United States,612-761-1535, 612-761-372       ,,Y
2011,4467,Target Corp.,"1000 Nicollet Mall, TPN-12K",,Minneapolis,MN,55403,United States,612-761-1535, 612-761-372        ,,Y
2015,9841,Target Corporation,1000 Nicollet Mall,TPN 1101,Minneapolis,MN,55403,United States,612-761-4011,612-761-4268,12/24/2013,Y
2015,11621,Target Corporation,1000 Nicollet Mall,TPN 1101,Minneapolis,MN,55403,United States,612-761-4016,612-761-4268,09/18/2014,Y
2014,9841,Target Corporation,1000 Nicollet Mall,TPN 1101,Minneapolis,MN,55403,United States,612-761-4011,612-761-4268,12/24/2013,Y
2014,11621,Target Corporation,1000 Nicollet Mall,TPN 1101,Minneapolis,MN,55403,United States,612-761-4016,612-761-4268,09/18/2014,Y
2012,4327,Tawani Enterprises Inc,"104 S. Michigan Ave., Ste. 500",,Chicago,IL,60603,United States,312-374-9455,     ,,Y
2012,4496,Tawani Enterprises Inc,"104 S. Michigan Ave., Ste. 500",,Chicago,IL,60603,United States,312-374-9455,  ,,Y
2015,7553,"Tawani Enterprises, Inc.",104 South Michigan Avenue,Suite 500 ,Chicago,IL,60603,United States,(312) 374-9400,,01/21/2013,Y
2014,7553,"Tawani Enterprises, Inc.",104 South Michigan Avenue,Suite 500 ,Chicago,IL,60603,United States,(312) 374-9400,,01/21/2013,Y
2013,7553,"Tawani Enterprises, Inc.",104 South Michigan Avenue,Suite 500 ,Chicago,IL,60603,United States,(312) 374-9400,,01/21/2013,Y
2013,7804,Taxi Affiliation Services,3351 West Addison,,Chicago,IL,60618,United States,312-881-3117,,02/01/2013,Y
2013,7806,Taxi Affiliation Services,3351 West Addison,,Chicago,IL,60618,United States,3128813117,,02/01/2013,Y
2015,7024,Teamsters Joint Council 25,1300 W. Higgins Road,Suite 220,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,01/08/2013,Y
2014,4847,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,,Y
2014,7024,Teamsters Joint Council 25,1300 W. Higgins Road,Suite 220,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,01/08/2013,Y
2013,4847,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,,Y
2013,7024,Teamsters Joint Council 25,1300 W. Higgins Road,Suite 220,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,01/08/2013,Y
2012,4192,Teamsters Joint Council 25,1645 W. Jackson Blvd. #600,,Chicago,IL,60612,United States,312-421-2600,312-421-1227      ,,Y
2012,4510,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,,Y
2012,4511,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412      ,,Y
2011,4510,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,,Y
2011,4511,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412      ,,Y
2011,4847,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412     ,,Y
2015,4389,Teamsters Volunteers in Politics,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-14       ,,Y
2014,4389,Teamsters Volunteers in Politics,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-14       ,,Y
2013,4389,Teamsters Volunteers in Politics,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-14       ,,Y
2012,4389,Teamsters Volunteers in Politics,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-14       ,,Y
2011,4773,Teamsters Volunteers in Politics,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-14    ,,Y
2012,4171,Temco Machinery Inc,1401 N Farnsworth Ave,,Aurora,IL,60505,United States,630-978-5151,   ,,Y
2012,4662,Temco Machinery Inc,1401 N Farnsworth Ave,,Aurora,IL,60505,United States,630-978-5151,      ,,Y
2015,7822,"Temco Machinery, Inc.",1401 N. Farnsworth Avenue,,Aurora,IL,60505,United States,630-978-5151,,02/05/2013,Y
2014,7822,"Temco Machinery, Inc.",1401 N. Farnsworth Avenue,,Aurora,IL,60505,United States,630-978-5151,,02/05/2013,Y
